"Drug","Neuroticism","Extraversion","Openness","Agreeableness","Cscore","Usage","Education"
"VSA","31","25","20","22","26","CL0","University Degree"
"Alcohol","28","29","21","18","32","CL4","18"
"Amphet","28","29","21","18","32","CL3","18"
"Amyl","28","29","21","18","32","CL0","18"
"Benzos","28","29","21","18","32","CL0","18"
"Caff","28","29","21","18","32","CL6","18"
"Cannabis","28","29","21","18","32","CL6","18"
"Choc","28","29","21","18","32","CL4","18"
"Coke","28","29","21","18","32","CL0","18"
"Crack","28","29","21","18","32","CL0","18"
"Ecstasy","28","29","21","18","32","CL3","18"
"Heroin","28","29","21","18","32","CL0","18"
"Ketamine","28","29","21","18","32","CL3","18"
"Legalh","28","29","21","18","32","CL0","18"
"LSD","28","29","21","18","32","CL0","18"
"Meth","28","29","21","18","32","CL0","18"
"Mushrooms","28","29","21","18","32","CL0","18"
"Nicotine","28","29","21","18","32","CL5","18"
"Semer","28","29","21","18","32","CL0","18"
"VSA","28","29","21","18","32","CL0","18"
"Alcohol","28","11","11","22","22","CL5","Some College"
"Amphet","28","11","11","22","22","CL2","Some College"
"Amyl","28","11","11","22","22","CL2","Some College"
"Benzos","28","11","11","22","22","CL0","Some College"
"Caff","28","11","11","22","22","CL6","Some College"
"Cannabis","28","11","11","22","22","CL2","Some College"
"Choc","28","11","11","22","22","CL6","Some College"
"Coke","28","11","11","22","22","CL0","Some College"
"Crack","28","11","11","22","22","CL0","Some College"
"Ecstasy","28","11","11","22","22","CL0","Some College"
"Heroin","28","11","11","22","22","CL0","Some College"
"Ketamine","28","11","11","22","22","CL0","Some College"
"Legalh","28","11","11","22","22","CL0","Some College"
"LSD","28","11","11","22","22","CL0","Some College"
"Meth","28","11","11","22","22","CL0","Some College"
"Mushrooms","28","11","11","22","22","CL0","Some College"
"Nicotine","28","11","11","22","22","CL6","Some College"
"Semer","28","11","11","22","22","CL0","Some College"
"VSA","28","11","11","22","22","CL0","Some College"
"Alcohol","17","23","21","35","20","CL4","Trade School"
"Amphet","17","23","21","35","20","CL1","Trade School"
"Amyl","17","23","21","35","20","CL1","Trade School"
"Benzos","17","23","21","35","20","CL3","Trade School"
"Caff","17","23","21","35","20","CL6","Trade School"
"Cannabis","17","23","21","35","20","CL6","Trade School"
"Choc","17","23","21","35","20","CL6","Trade School"
"Coke","17","23","21","35","20","CL1","Trade School"
"Crack","17","23","21","35","20","CL0","Trade School"
"Ecstasy","17","23","21","35","20","CL1","Trade School"
"Heroin","17","23","21","35","20","CL0","Trade School"
"Ketamine","17","23","21","35","20","CL0","Trade School"
"Legalh","17","23","21","35","20","CL2","Trade School"
"LSD","17","23","21","35","20","CL1","Trade School"
"Meth","17","23","21","35","20","CL1","Trade School"
"Mushrooms","17","23","21","35","20","CL1","Trade School"
"Nicotine","17","23","21","35","20","CL6","Trade School"
"Semer","17","23","21","35","20","CL0","Trade School"
"VSA","17","23","21","35","20","CL1","Trade School"
"Alcohol","15","29","16","32","31","CL6","University Degree"
"Amphet","15","29","16","32","31","CL0","University Degree"
"Amyl","15","29","16","32","31","CL0","University Degree"
"Benzos","15","29","16","32","31","CL0","University Degree"
"Caff","15","29","16","32","31","CL6","University Degree"
"Cannabis","15","29","16","32","31","CL0","University Degree"
"Choc","15","29","16","32","31","CL6","University Degree"
"Coke","15","29","16","32","31","CL0","University Degree"
"Crack","15","29","16","32","31","CL0","University Degree"
"Ecstasy","15","29","16","32","31","CL0","University Degree"
"Heroin","15","29","16","32","31","CL0","University Degree"
"Ketamine","15","29","16","32","31","CL0","University Degree"
"Legalh","15","29","16","32","31","CL0","University Degree"
"LSD","15","29","16","32","31","CL0","University Degree"
"Meth","15","29","16","32","31","CL0","University Degree"
"Mushrooms","15","29","16","32","31","CL0","University Degree"
"Nicotine","15","29","16","32","31","CL1","University Degree"
"Semer","15","29","16","32","31","CL0","University Degree"
"VSA","15","29","16","32","31","CL0","University Degree"
"Alcohol","30","24","31","30","25","CL3","PhD"
"Amphet","30","24","31","30","25","CL1","PhD"
"Amyl","30","24","31","30","25","CL1","PhD"
"Benzos","30","24","31","30","25","CL1","PhD"
"Caff","30","24","31","30","25","CL6","PhD"
"Cannabis","30","24","31","30","25","CL6","PhD"
"Choc","30","24","31","30","25","CL6","PhD"
"Coke","30","24","31","30","25","CL1","PhD"
"Crack","30","24","31","30","25","CL1","PhD"
"Ecstasy","30","24","31","30","25","CL2","PhD"
"Heroin","30","24","31","30","25","CL1","PhD"
"Ketamine","30","24","31","30","25","CL0","PhD"
"Legalh","30","24","31","30","25","CL2","PhD"
"LSD","30","24","31","30","25","CL2","PhD"
"Meth","30","24","31","30","25","CL1","PhD"
"Mushrooms","30","24","31","30","25","CL2","PhD"
"Nicotine","30","24","31","30","25","CL1","PhD"
"Semer","30","24","31","30","25","CL0","PhD"
"VSA","30","24","31","30","25","CL1","PhD"
"Alcohol","21","22","22","22","12","CL6","University Degree"
"Amphet","21","22","22","22","12","CL2","University Degree"
"Amyl","21","22","22","22","12","CL3","University Degree"
"Benzos","21","22","22","22","12","CL0","University Degree"
"Caff","21","22","22","22","12","CL6","University Degree"
"Cannabis","21","22","22","22","12","CL5","University Degree"
"Choc","21","22","22","22","12","CL5","University Degree"
"Coke","21","22","22","22","12","CL1","University Degree"
"Crack","21","22","22","22","12","CL0","University Degree"
"Ecstasy","21","22","22","22","12","CL3","University Degree"
"Heroin","21","22","22","22","12","CL0","University Degree"
"Ketamine","21","22","22","22","12","CL0","University Degree"
"Legalh","21","22","22","22","12","CL3","University Degree"
"LSD","21","22","22","22","12","CL1","University Degree"
"Meth","21","22","22","22","12","CL0","University Degree"
"Mushrooms","21","22","22","22","12","CL2","University Degree"
"Nicotine","21","22","22","22","12","CL5","University Degree"
"Semer","21","22","22","22","12","CL0","University Degree"
"VSA","21","22","22","22","12","CL0","University Degree"
"Alcohol","27","24","19","23","25","CL5","16"
"Amphet","27","24","19","23","25","CL1","16"
"Amyl","27","24","19","23","25","CL0","16"
"Benzos","27","24","19","23","25","CL3","16"
"Caff","27","24","19","23","25","CL5","16"
"Cannabis","27","24","19","23","25","CL1","16"
"Choc","27","24","19","23","25","CL4","16"
"Coke","27","24","19","23","25","CL0","16"
"Crack","27","24","19","23","25","CL0","16"
"Ecstasy","27","24","19","23","25","CL0","16"
"Heroin","27","24","19","23","25","CL0","16"
"Ketamine","27","24","19","23","25","CL0","16"
"Legalh","27","24","19","23","25","CL0","16"
"LSD","27","24","19","23","25","CL0","16"
"Meth","27","24","19","23","25","CL0","16"
"Mushrooms","27","24","19","23","25","CL0","16"
"Nicotine","27","24","19","23","25","CL1","16"
"Semer","27","24","19","23","25","CL0","16"
"VSA","27","24","19","23","25","CL0","16"
"Alcohol","31","18","20","15","24","CL6","University Degree"
"Amphet","31","18","20","15","24","CL1","University Degree"
"Amyl","31","18","20","15","24","CL1","University Degree"
"Benzos","31","18","20","15","24","CL1","University Degree"
"Caff","31","18","20","15","24","CL6","University Degree"
"Cannabis","31","18","20","15","24","CL6","University Degree"
"Choc","31","18","20","15","24","CL5","University Degree"
"Coke","31","18","20","15","24","CL3","University Degree"
"Crack","31","18","20","15","24","CL0","University Degree"
"Ecstasy","31","18","20","15","24","CL3","University Degree"
"Heroin","31","18","20","15","24","CL0","University Degree"
"Ketamine","31","18","20","15","24","CL1","University Degree"
"Legalh","31","18","20","15","24","CL3","University Degree"
"LSD","31","18","20","15","24","CL3","University Degree"
"Meth","31","18","20","15","24","CL0","University Degree"
"Mushrooms","31","18","20","15","24","CL4","University Degree"
"Nicotine","31","18","20","15","24","CL0","University Degree"
"Semer","31","18","20","15","24","CL0","University Degree"
"VSA","31","18","20","15","24","CL2","University Degree"
"Alcohol","16","23"," 6","26","30","CL5","18"
"Amphet","16","23"," 6","26","30","CL0","18"
"Amyl","16","23"," 6","26","30","CL0","18"
"Benzos","16","23"," 6","26","30","CL3","18"
"Caff","16","23"," 6","26","30","CL6","18"
"Cannabis","16","23"," 6","26","30","CL2","18"
"Choc","16","23"," 6","26","30","CL6","18"
"Coke","16","23"," 6","26","30","CL0","18"
"Crack","16","23"," 6","26","30","CL0","18"
"Ecstasy","16","23"," 6","26","30","CL0","18"
"Heroin","16","23"," 6","26","30","CL0","18"
"Ketamine","16","23"," 6","26","30","CL0","18"
"Legalh","16","23"," 6","26","30","CL0","18"
"LSD","16","23"," 6","26","30","CL0","18"
"Meth","16","23"," 6","26","30","CL0","18"
"Mushrooms","16","23"," 6","26","30","CL0","18"
"Nicotine","16","23"," 6","26","30","CL2","18"
"Semer","16","23"," 6","26","30","CL0","18"
"VSA","16","23"," 6","26","30","CL0","18"
"Alcohol","27","17","11","19","23","CL5","<16"
"Amphet","27","17","11","19","23","CL1","<16"
"Amyl","27","17","11","19","23","CL0","<16"
"Benzos","27","17","11","19","23","CL0","<16"
"Caff","27","17","11","19","23","CL6","<16"
"Cannabis","27","17","11","19","23","CL1","<16"
"Choc","27","17","11","19","23","CL6","<16"
"Coke","27","17","11","19","23","CL0","<16"
"Crack","27","17","11","19","23","CL0","<16"
"Ecstasy","27","17","11","19","23","CL1","<16"
"Heroin","27","17","11","19","23","CL0","<16"
"Ketamine","27","17","11","19","23","CL0","<16"
"Legalh","27","17","11","19","23","CL0","<16"
"LSD","27","17","11","19","23","CL1","<16"
"Meth","27","17","11","19","23","CL0","<16"
"Mushrooms","27","17","11","19","23","CL1","<16"
"Nicotine","27","17","11","19","23","CL6","<16"
"Semer","27","17","11","19","23","CL0","<16"
"VSA","27","17","11","19","23","CL1","<16"
"Alcohol","25","26","14","30","17","CL5","18"
"Amphet","25","26","14","30","17","CL2","18"
"Amyl","25","26","14","30","17","CL1","18"
"Benzos","25","26","14","30","17","CL0","18"
"Caff","25","26","14","30","17","CL6","18"
"Cannabis","25","26","14","30","17","CL2","18"
"Choc","25","26","14","30","17","CL5","18"
"Coke","25","26","14","30","17","CL2","18"
"Crack","25","26","14","30","17","CL0","18"
"Ecstasy","25","26","14","30","17","CL2","18"
"Heroin","25","26","14","30","17","CL0","18"
"Ketamine","25","26","14","30","17","CL2","18"
"Legalh","25","26","14","30","17","CL0","18"
"LSD","25","26","14","30","17","CL0","18"
"Meth","25","26","14","30","17","CL0","18"
"Mushrooms","25","26","14","30","17","CL2","18"
"Nicotine","25","26","14","30","17","CL5","18"
"Semer","25","26","14","30","17","CL0","18"
"VSA","25","26","14","30","17","CL0","18"
"Alcohol","22","22"," 9","26","26","CL5","University Degree"
"Amphet","22","22"," 9","26","26","CL0","University Degree"
"Amyl","22","22"," 9","26","26","CL0","University Degree"
"Benzos","22","22"," 9","26","26","CL0","University Degree"
"Caff","22","22"," 9","26","26","CL5","University Degree"
"Cannabis","22","22"," 9","26","26","CL0","University Degree"
"Choc","22","22"," 9","26","26","CL5","University Degree"
"Coke","22","22"," 9","26","26","CL0","University Degree"
"Crack","22","22"," 9","26","26","CL0","University Degree"
"Ecstasy","22","22"," 9","26","26","CL0","University Degree"
"Heroin","22","22"," 9","26","26","CL0","University Degree"
"Ketamine","22","22"," 9","26","26","CL0","University Degree"
"Legalh","22","22"," 9","26","26","CL0","University Degree"
"LSD","22","22"," 9","26","26","CL0","University Degree"
"Meth","22","22"," 9","26","26","CL0","University Degree"
"Mushrooms","22","22"," 9","26","26","CL0","University Degree"
"Nicotine","22","22"," 9","26","26","CL0","University Degree"
"Semer","22","22"," 9","26","26","CL0","University Degree"
"VSA","22","22"," 9","26","26","CL0","University Degree"
"Alcohol","27","36","13","32","24","CL6","16"
"Amphet","27","36","13","32","24","CL1","16"
"Amyl","27","36","13","32","24","CL1","16"
"Benzos","27","36","13","32","24","CL0","16"
"Caff","27","36","13","32","24","CL2","16"
"Cannabis","27","36","13","32","24","CL2","16"
"Choc","27","36","13","32","24","CL4","16"
"Coke","27","36","13","32","24","CL0","16"
"Crack","27","36","13","32","24","CL0","16"
"Ecstasy","27","36","13","32","24","CL0","16"
"Heroin","27","36","13","32","24","CL0","16"
"Ketamine","27","36","13","32","24","CL0","16"
"Legalh","27","36","13","32","24","CL0","16"
"LSD","27","36","13","32","24","CL0","16"
"Meth","27","36","13","32","24","CL0","16"
"Mushrooms","27","36","13","32","24","CL0","16"
"Nicotine","27","36","13","32","24","CL3","16"
"Semer","27","36","13","32","24","CL0","16"
"VSA","27","36","13","32","24","CL0","16"
"Alcohol","23","30","10","37","35","CL5","University Degree"
"Amphet","23","30","10","37","35","CL0","University Degree"
"Amyl","23","30","10","37","35","CL2","University Degree"
"Benzos","23","30","10","37","35","CL0","University Degree"
"Caff","23","30","10","37","35","CL6","University Degree"
"Cannabis","23","30","10","37","35","CL0","University Degree"
"Choc","23","30","10","37","35","CL6","University Degree"
"Coke","23","30","10","37","35","CL0","University Degree"
"Crack","23","30","10","37","35","CL0","University Degree"
"Ecstasy","23","30","10","37","35","CL0","University Degree"
"Heroin","23","30","10","37","35","CL0","University Degree"
"Ketamine","23","30","10","37","35","CL0","University Degree"
"Legalh","23","30","10","37","35","CL0","University Degree"
"LSD","23","30","10","37","35","CL0","University Degree"
"Meth","23","30","10","37","35","CL0","University Degree"
"Mushrooms","23","30","10","37","35","CL0","University Degree"
"Nicotine","23","30","10","37","35","CL0","University Degree"
"Semer","23","30","10","37","35","CL0","University Degree"
"VSA","23","30","10","37","35","CL0","University Degree"
"Alcohol","25","27","13","28","36","CL4","University Degree"
"Amphet","25","27","13","28","36","CL0","University Degree"
"Amyl","25","27","13","28","36","CL0","University Degree"
"Benzos","25","27","13","28","36","CL0","University Degree"
"Caff","25","27","13","28","36","CL4","University Degree"
"Cannabis","25","27","13","28","36","CL0","University Degree"
"Choc","25","27","13","28","36","CL6","University Degree"
"Coke","25","27","13","28","36","CL0","University Degree"
"Crack","25","27","13","28","36","CL0","University Degree"
"Ecstasy","25","27","13","28","36","CL0","University Degree"
"Heroin","25","27","13","28","36","CL0","University Degree"
"Ketamine","25","27","13","28","36","CL0","University Degree"
"Legalh","25","27","13","28","36","CL0","University Degree"
"LSD","25","27","13","28","36","CL0","University Degree"
"Meth","25","27","13","28","36","CL0","University Degree"
"Mushrooms","25","27","13","28","36","CL0","University Degree"
"Nicotine","25","27","13","28","36","CL0","University Degree"
"Semer","25","27","13","28","36","CL0","University Degree"
"VSA","25","27","13","28","36","CL0","University Degree"
"Alcohol","18","22","28","35","30","CL1","Some College"
"Amphet","18","22","28","35","30","CL0","Some College"
"Amyl","18","22","28","35","30","CL0","Some College"
"Benzos","18","22","28","35","30","CL0","Some College"
"Caff","18","22","28","35","30","CL2","Some College"
"Cannabis","18","22","28","35","30","CL6","Some College"
"Choc","18","22","28","35","30","CL5","Some College"
"Coke","18","22","28","35","30","CL1","Some College"
"Crack","18","22","28","35","30","CL0","Some College"
"Ecstasy","18","22","28","35","30","CL0","Some College"
"Heroin","18","22","28","35","30","CL0","Some College"
"Ketamine","18","22","28","35","30","CL0","Some College"
"Legalh","18","22","28","35","30","CL0","Some College"
"LSD","18","22","28","35","30","CL1","Some College"
"Meth","18","22","28","35","30","CL0","Some College"
"Mushrooms","18","22","28","35","30","CL0","Some College"
"Nicotine","18","22","28","35","30","CL0","Some College"
"Semer","18","22","28","35","30","CL0","Some College"
"VSA","18","22","28","35","30","CL0","Some College"
